job,marital,h_loan,p_loan,month,day_of_week,poutcome
admin.,divorced,no,yes,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
technician,married,no,yes,aug,thu,nonexistent
blue-collar,married,no,yes,aug,thu,nonexistent
admin.,single,no,no,aug,thu,nonexistent
blue-collar,married,yes,yes,aug,thu,nonexistent
entrepreneur,married,no,no,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
management,married,no,yes,aug,thu,nonexistent
self-employed,married,no,no,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
blue-collar,married,no,no,aug,thu,nonexistent
services,married,no,no,aug,thu,nonexistent
unemployed,married,no,no,aug,thu,nonexistent
technician,married,no,no,aug,thu,nonexistent
student,married,yes,no,aug,thu,nonexistent
student,married,no,no,aug,thu,nonexistent
admin.,single,no,no,aug,thu,nonexistent
admin.,single,yes,yes,aug,thu,nonexistent
management,married,no,no,aug,thu,nonexistent
technician,married,yes,no,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
admin.,single,no,no,aug,thu,nonexistent
management,married,yes,no,aug,thu,nonexistent
management,married,no,no,aug,thu,nonexistent
self-employed,married,no,no,aug,thu,nonexistent
technician,single,yes,yes,aug,thu,nonexistent
services,single,yes,no,aug,thu,nonexistent
blue-collar,married,no,no,aug,thu,nonexistent
blue-collar,married,yes,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
technician,single,yes,no,aug,thu,nonexistent
technician,married,no,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
technician,divorced,yes,no,aug,thu,nonexistent
admin.,single,no,no,aug,thu,nonexistent
admin.,single,yes,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
blue-collar,married,yes,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
housemaid,married,no,no,aug,thu,nonexistent
housemaid,married,yes,no,aug,thu,nonexistent
technician,married,no,no,aug,thu,nonexistent
self-employed,married,yes,no,aug,thu,nonexistent
admin.,single,no,no,aug,thu,nonexistent
admin.,single,yes,no,aug,thu,nonexistent
blue-collar,married,yes,no,aug,thu,nonexistent
blue-collar,married,no,yes,aug,thu,nonexistent
entrepreneur,married,yes,yes,aug,thu,nonexistent
admin.,divorced,yes,no,aug,thu,nonexistent
technician,married,yes,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
management,married,no,no,aug,thu,nonexistent
admin.,divorced,no,no,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
technician,married,no,no,aug,thu,nonexistent
blue-collar,married,no,no,aug,thu,nonexistent
admin.,single,no,no,aug,thu,nonexistent
housemaid,married,no,no,aug,thu,nonexistent
housemaid,married,yes,no,aug,thu,nonexistent
technician,married,yes,no,aug,thu,nonexistent
blue-collar,married,yes,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
retired,married,yes,no,aug,thu,nonexistent
admin.,single,yes,no,aug,thu,nonexistent
technician,married,yes,no,aug,thu,nonexistent
technician,married,yes,no,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
technician,married,yes,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
technician,single,yes,no,aug,thu,nonexistent
management,married,no,no,aug,thu,nonexistent
blue-collar,married,no,no,aug,thu,nonexistent
retired,married,yes,no,aug,thu,nonexistent
admin.,divorced,yes,no,aug,thu,nonexistent
blue-collar,married,no,yes,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
admin.,single,yes,no,aug,thu,nonexistent
technician,single,yes,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
self-employed,married,no,no,aug,thu,nonexistent
blue-collar,married,yes,no,aug,thu,nonexistent
technician,married,yes,no,aug,thu,nonexistent
unemployed,married,yes,no,aug,thu,nonexistent
admin.,single,no,no,aug,thu,nonexistent
admin.,single,no,no,aug,thu,nonexistent
blue-collar,married,no,no,aug,thu,nonexistent
admin.,married,no,yes,aug,thu,nonexistent
blue-collar,married,yes,yes,aug,thu,nonexistent
blue-collar,married,no,yes,aug,thu,nonexistent
unemployed,married,yes,no,aug,thu,nonexistent
entrepreneur,married,yes,no,aug,thu,nonexistent
self-employed,married,no,no,aug,thu,nonexistent
housemaid,married,no,yes,aug,thu,nonexistent
technician,divorced,yes,no,aug,thu,nonexistent
housemaid,married,yes,no,aug,thu,nonexistent
unemployed,married,no,no,aug,thu,nonexistent
admin.,single,yes,no,aug,thu,nonexistent
admin.,single,no,yes,aug,thu,nonexistent
technician,single,yes,no,aug,thu,nonexistent
admin.,married,yes,yes,aug,thu,nonexistent
technician,married,no,no,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
blue-collar,married,yes,yes,aug,thu,nonexistent
technician,married,yes,yes,aug,thu,nonexistent
management,married,yes,no,aug,thu,nonexistent
admin.,married,yes,no,aug,thu,nonexistent
admin.,single,no,no,aug,thu,nonexistent
technician,single,yes,no,aug,thu,nonexistent
technician,single,yes,no,aug,thu,nonexistent
unemployed,married,no,no,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
admin.,single,yes,no,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
admin.,married,no,no,aug,thu,nonexistent
admin.,single,no,yes,aug,thu,nonexistent
services,married,yes,no,aug,thu,nonexistent
admin.,divorced,yes,no,aug,thu,nonexistent
technician,married,yes,no,aug,thu,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
management,married,no,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
self-employed,married,no,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
technician,single,no,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
blue-collar,married,yes,yes,aug,fri,nonexistent
technician,single,no,no,aug,fri,nonexistent
entrepreneur,married,yes,no,aug,fri,nonexistent
entrepreneur,married,no,no,aug,fri,nonexistent
admin.,single,yes,yes,aug,fri,nonexistent
entrepreneur,married,yes,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
admin.,married,no,yes,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
technician,divorced,yes,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
technician,divorced,yes,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
technician,divorced,yes,no,aug,fri,nonexistent
services,married,no,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
technician,divorced,no,yes,aug,fri,nonexistent
unemployed,married,no,no,aug,fri,nonexistent
technician,divorced,yes,no,aug,fri,nonexistent
unemployed,married,yes,no,aug,fri,nonexistent
retired,married,yes,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
self-employed,married,yes,no,aug,fri,nonexistent
housemaid,married,yes,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
entrepreneur,married,no,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
management,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
technician,married,yes,yes,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
retired,married,yes,no,aug,fri,nonexistent
services,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
services,married,yes,yes,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
technician,single,yes,no,aug,fri,nonexistent
management,married,no,no,aug,fri,nonexistent
management,married,no,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
admin.,divorced,no,no,aug,fri,nonexistent
admin.,divorced,no,no,aug,fri,nonexistent
technician,divorced,no,no,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
housemaid,married,no,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
management,married,no,no,aug,fri,nonexistent
technician,single,yes,yes,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
services,married,yes,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
self-employed,married,yes,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
technician,married,no,yes,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
management,married,yes,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
technician,divorced,yes,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
self-employed,single,yes,no,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
housemaid,married,no,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,married,yes,yes,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
technician,single,no,no,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
technician,single,no,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
housemaid,married,no,yes,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
entrepreneur,married,yes,no,aug,fri,nonexistent
services,married,no,no,aug,fri,nonexistent
services,married,yes,yes,aug,fri,nonexistent
services,married,yes,yes,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
admin.,divorced,yes,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
admin.,married,yes,yes,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
management,married,no,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
management,married,no,no,aug,fri,nonexistent
self-employed,married,no,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,married,no,yes,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
housemaid,married,no,no,aug,fri,nonexistent
admin.,divorced,yes,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
technician,married,no,yes,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
technician,single,no,yes,aug,fri,nonexistent
technician,single,yes,no,aug,fri,nonexistent
services,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
technician,married,no,yes,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
technician,single,yes,yes,aug,fri,nonexistent
technician,single,yes,no,aug,fri,nonexistent
services,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
technician,divorced,yes,no,aug,fri,nonexistent
technician,single,yes,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
admin.,divorced,no,no,aug,fri,nonexistent
technician,married,no,yes,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
admin.,single,no,yes,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
services,married,yes,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
retired,married,no,no,aug,fri,nonexistent
technician,divorced,no,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
technician,single,no,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
technician,single,no,no,aug,fri,nonexistent
technician,single,yes,no,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
admin.,single,no,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
self-employed,married,no,no,aug,fri,nonexistent
admin.,divorced,no,no,aug,fri,nonexistent
management,married,yes,no,aug,fri,nonexistent
services,married,no,yes,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
technician,divorced,yes,no,aug,fri,nonexistent
self-employed,married,no,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
technician,divorced,no,no,aug,fri,nonexistent
technician,divorced,yes,no,aug,fri,nonexistent
admin.,divorced,no,no,aug,fri,nonexistent
technician,divorced,yes,no,aug,fri,nonexistent
admin.,divorced,yes,yes,aug,fri,nonexistent
admin.,divorced,yes,yes,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
entrepreneur,married,no,no,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
housemaid,married,yes,no,aug,fri,nonexistent
admin.,married,no,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
technician,single,yes,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
technician,single,no,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
self-employed,married,yes,no,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
self-employed,married,no,no,aug,fri,nonexistent
entrepreneur,married,yes,no,aug,fri,nonexistent
services,married,yes,no,aug,fri,nonexistent
unemployed,married,yes,no,aug,fri,nonexistent
technician,divorced,yes,yes,aug,fri,nonexistent
admin.,single,yes,no,aug,fri,nonexistent
housemaid,married,no,no,aug,fri,nonexistent
retired,married,yes,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
technician,married,no,yes,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
self-employed,married,no,yes,aug,fri,nonexistent
self-employed,married,yes,no,aug,fri,nonexistent
technician,married,yes,no,aug,fri,nonexistent
retired,married,yes,no,aug,fri,nonexistent
blue-collar,married,yes,no,aug,fri,nonexistent
technician,married,yes,yes,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
management,married,no,no,aug,fri,nonexistent
technician,married,no,no,aug,fri,nonexistent
self-employed,married,no,no,aug,fri,nonexistent
self-employed,married,yes,no,aug,fri,nonexistent
technician,divorced,no,no,aug,fri,nonexistent
entrepreneur,married,yes,no,aug,fri,nonexistent
blue-collar,married,no,no,aug,fri,nonexistent
technician,divorced,no,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
self-employed,married,yes,no,aug,fri,nonexistent
admin.,divorced,yes,no,aug,fri,nonexistent
admin.,divorced,yes,no,aug,fri,nonexistent
admin.,married,yes,no,aug,fri,nonexistent
technician,single,yes,no,aug,fri,nonexistent
self-employed,married,yes,no,aug,fri,nonexistent
management,married,yes,no,aug,fri,nonexistent
technician,divorced,yes,no,aug,fri,nonexistent
admin.,divorced,no,yes,aug,fri,nonexistent
